address,cap_amount
0xC747A59E4e0b436d3C5B5dba3D6F95E241D4F6D5,0.6
0xB3613adf843e1424e3917727591cc9b60992Caaf,0.6
0x21c1f06C2855f51F89e703C547F9B58EBE02e757,0.6
0xcf1916771e5C819244f52B69d05A059bc3877440,0.6
0x08f27F015A8B31B0EFc595A16550BADcb42d0E55,0.6
0xa01E10F70f5d6de3A8100ADf4D5d51C0bbfE9345,0.6
0x547814d5c60c72ba8B55955bc8A046536FbD77eE,0.6
0xF0B8FC7e9e0225EdE352b0590797441DcD2A8652,0.6
0x919AB2FaC961d88660750A93475ADD1901786782,0.6
0xd29aE94280f37879B663b0D0E64bC5DaBff9f727,0.6
0xD6511C628f87B14D757860AF10944496abaEdDf2,0.6
0xA1E335831d2075C4bCCddAd4A5b8A76261268F56,0.5
0x70c5a8389a6CE844612f462Ff714a365D482545E,0.5
0x8fCe92BD3DAEA65eBE52E2F740D935E29a85e388,0.5
0x41395ec588F805FfF06b852196BA488aC157CE4f,0.5
0xaDBB884cBE72c934bf54B29430d73c5e844fFCCA,0.5
0xed685Ee6D06bE7d1F3E0Dfec74f650FCEbDf2225,0.5
0x31cDb470154238D2D1075a22BB2eF3Ce1fb093d4,0.5
0xceCE0c8CebB4d629C420e0c99907F2ef32f39A89,0.5
0x8404b503d9ca265f787d813efA00Deae2F71Da8f,0.5
0x7205f6e4103fB64D4592233a3fB332707fe4F7cB,0.5
0x507D6e44805259aE66A6DF2d2C3C2C25348B430D,0.5
0x35B600dd1804856a567770A54480D7c4fCd0a20a,0.5
0xFF61264173DBD23310bA4A44A69235bb25680191,0.5
0x7f122563729cc2b418c1eabddd6b8f2500277e15,0.5
0x1C4FdA2b9a8A05c2e73486F8b67397c0a0C4A95B,0.5
0x1d83C21F53EB6Fb56499d424bC7868B165A221f0,0.5
0x80A77202848BD27E1b52d0ab7718f778716BE01b,0.5
0x923862F9c85CA5D711860FA5F31832A1552F7a0b,0.4
0x270a29A6B809C2FA29F0b1D853bBD1789d14b7b4,0.4
0xe969Bf18fbC0Ed94fBeB0821d347d0525a2C880A,0.4
0x80b4339d0e17E6F5c761FC7C4e4a622BEcCEb0d6,0.4
0x6A8D01c884D3047f7f17f123b4126CF509D8dC4E,0.4
0x1BB09B6ea92CA28A1B4de5532Fc3f4093e678aC7,0.4
0x6c2843783ad8389B8501B8F2c9831FB634bb1401,0.4
0x52503cd057090D826b455A07620c9501bD590310,0.4
0xF1E693b8aFB4297b4316448a06241Ed1F5b8A795,0.4
0x4a4eAE6b3246fa1768a9cB54609eD4903278858D,0.4
0x6e74205481C0A61650951a463b18EdD7BCb51e5a,0.4
0x8661322824A0ee7A211FDAf0b8eBaA643281eEcA,0.4
0x1Fc550e98aD3021e32C47A84019F77a0792c60B7,0.4
0xF25e1419E2Fe8DD801FDAEc99bBB39eFB6df9494,0.4
0x07AC7fb4000feD898212F0B28D03Df0365f7b1Bf,0.4
0xf0bE9161324EFB85D45037FaCa480a55DF79f87a,0.4
0xdB1144e74a21a57b339118B6466dA50B0E44299A,0.4
0x1777c414bc9c03ee9cdd4e6f7410543cf8382f14,0.4
0x5a7f1349d10Dd3F9537C71F8baD962c84b9670F1,0.4
0xE58843f7D47832a5c5DbdFB1f367240C1bfd34bc,0.4
0x26cBdD5cD96833F9912f5F5Ee508537894b990c5,0.4
0x76A1E5221CC9188b723dB00dD858E799ea07F1B3,0.4
0xC5B8d3Ab81Cef92e97bb4F1D7C4a8f2798b9E40B,0.4
0x01e45E43a093453Ca6Dc018543063a71Ee1f7Ba0,0.4
0x3Eb1C577fF96a8095748453D6Db5fa06527C1085,0.4
0x751F7e17DeCDA5cE35Df74799d6D2Cee0fefE56C,0.4
0x121219989f1BC270C68af1c4fa3b554ca73e9a72,0.4
0x177DF5c14C326bf9F58aBeB4d08E557E0e3C12b6,0.4
0x34f2cfF38EDbf0Aa5be5967A231622a4A0a6Be32,0.4
0x96eaa61c1535b3da84653441474e3e027f7fd9cf,0.4
0xE3E7620168DF930e62fb8Fd04D6E8049892Eae1D,0.4
0xd9074039d636b6c1ef7458f2f9a2d75337357dc1,0.4
0x58B6940C742956A147708D19fCBdB3559E89D44e,0.4
0x34F872F1354A0FFe7A08870E5e05d2730eF0c0B6,0.4
0x1a4004b897b1acab9951a91ee268be68d724324a,0.4
0xE608449cb4aE30A367a288F23FCAa821fcf7Ce18,0.4
0xfE5B139add639BccA3f1CCA0b80B77280Ad7c800,0.4
0xdAb31009BeDF939da23049E4cA4758FD10C71811,0.4
0x8ae38aef41881095c955de0a3f55a110a98667e4,0.4
0x290f21d529e735780cE0184C12Baf9AF1Fbb2d37,0.4
0x974162d8428fB4Fd0d177185D8886D00709Fa6FB,0.4
0x301e10A45c9E39AED93a364D46B552CAb2eE4A53,0.4
0x6b601039ADF1ae544Bb793d60f044Ee226f49820,0.4
0x7cA7E77F296542b3f9d22159D4dA23fACF20e41B,0.4
0xf888321e980Dcf01deA475029aFcbf8Af51fbde3,0.4
0xA39684308fAE7c39799a91C38f1acA139a090a38,0.4
0x2fa90db5df121ddca58be0b32d1758f72c9e5202,0.4
0x38788855203d0f38767044848653666eD86Ee871,0.4
0x93392D72199A66c716a5Dca355F6F9c9E5d7e965,0.4
0x6a5a75087d3ea75775879f37d933b6d68ef84f24,0.4
0x57631Aa3376c2FEe6c66f980493119C41f2a54AF,0.4
0x0B516Edc029eC08075B7d4E0267f6D5015E2C342,0.4
0x9169332E2bd717321BdA13679aA25979E4E8dd36,0.4
0x6eCef2a4FE3bFc94AA2C26b5f3a4f5A77084D1ca,0.4
0x8a6ab47B1B794275c9e4D931e1F096DE117D775C,0.4
0xbDFBECf4600101D4AB18d2c996Cc5CfD7C68d40c,0.4
0xbe12e889a5Af67b12369C5610187a18C0A43dcE0,0.4
0xa2D96f1e2D6C46A12eAe20a7E4d16459d1905815,0.4
0xD2c40B8CC8BCAC74EE00c030F209B3B3FF1dEAad,0.4
0xB95Caa0a1749d90A1764e8Ac0ff51Df63F4B6bB7,0.4
0x02dC1757c57E414A93aA201506430bd95EbE7428,0.4
0xb49fe211c2a96796cd13e363d837a8cb347222ec,0.4
0x220d482B44F0A5048CbA7719048BdCBfD91B3c6a,0.4
0xd6D7C1C2ade9BBb59a39Ff2697724af7b0EA65C0,0.4
0x44b985949589797d5fd97068590ECaa613D51866,0.4
0x68ad9147BBE7CDfb9A7eDF0C24C1ed744dF9E32F,0.4
0x568a0eb2A89B78Daaf61088eCAcFd0e4D4c1AF3F,0.4
0x80572C8FCdE67C6050099deD81a6f5Ed87b2B77F,0.4
0x2537762185D055a16aee1E7D8B9B3D83f480Fb98,0.4
0x0de300c55a469856AF6E97De8dF44c9293cff6Ab,0.4
0xC56D749a2ba38B53bF0d7221C65A468B45E25F46,0.4
0x24fea3BF09FC3319061F69184b42156f931A8D1E,0.4
0x20574C8E055B21f0Fd18B7d9bD49Ebb0c9734722,0.4
0xeeC5D07a0BE1D8e52C4CADCeC22C4DA6Be3c41a4,0.4
0x32086477666A4aCB78fE3f1ed56Ea51eD69763F5,0.4
0x13adb88D0CE40651625b43B597019f9CE3D60bCC,0.4
0xb3ff8276d3f282a1f1a561b7cc118778248fedaf,0.4
0x0D55F075D69949EFcca6b961955FcD94CDb7Ce3f,0.4
0x9e0750442b62704e75a999433fc31e27f53d6b0d,0.4
0x19dfdc194Bb5CF599af78B1967dbb3783c590720,0.4
0x99701809Aa0C88F2beE8f4265A0B36Ff7B104A87,0.4
0x3244DCBc7f4d44F59d6C829C3B6eC1dd8D2c1E56,0.4
0xBFaC3eE7E4224aD4E8e9Deb6906b41fBa1878228,0.4
0x7DB211218dB3EC97A2e411Ee2FBDA873DD95F9B9,0.4
0xEc956f84143A0072EdE186AbEE5fe7EacB445197,0.4
0x510f9Ae47eDad736eD310C63570C349E63eFeB69,0.4
0x95B2b6302eD23a026946637a30010D792375B4D5,0.4
0x41fa0135454cb261b99716265F97B8579680Ab0d,0.4
0x4C0eC0E7839a593d23835AC384700FD3d6A1D504,0.4
0x076b2D7924ec2dB35f817b1480335427038d1eCC,0.4
0xC185e5c09d3D09b04CE0B71836f77Fc85d22A07a,0.4
0xAD155c939d8d745DD488567B18369C13Cdd841F4,0.4
0x63893079A3dC3d916Ab58d1b8a6002EBEbc51f31,0.4
0x4B67c7f8893bD8fbC819FA57b9dD9DdE0B03CcBA,0.4
0x8e6F3031CB50EFE6B7E72A0BfFfBFf0A999Fc536,0.4
0xF4D03aaA7f9eDF97C96efF079eD358A1F66c3603,0.4
0xA940c4eEB49a6afefF14F9b5249C0c927691B130,0.4
0x4ab1BE0f3975c8f8564D09Da43C94547adEeF440,0.4
0x56f2c4cb8518d0a4ec749593df574f7597a36140,0.4
0xC97699Ae971Bd4852306839aD6A60Cd73a2ec265,0.4
0x788E6F9D17e60E47D6d05424Cb8608613Ff07dE7,0.4
0xbe3beE82668c490F75a7e72AcF86b530A97d04b1,0.4
0x08cdfddd7802eefe540edd8fba9340f117936ca2,0.4
0xa0c5c335ecf2db900e8365e402206a6cc33b70bb,0.4
0x0B8D92C26F0fE2a9C39EdE47193a4a75f8C19E03,0.4
0x094f49999865dc6aBec046fa7348BA1D10549E06,0.3
0x869191325254a82fBc858aB3cad9Bf91703Da353,0.3
0x4EF7A7c9036e1f324f9cd83EFA5b3ad94F27f4D1,0.3
0x9a5c4cb695761467e0eec52f24f6e76150210d11,0.3
0xfe5021168D36b8af7d5DDbd98C5baeA8b69b42f4,0.3
0xb74091a5c0073f64f7b5246fd73715b9730581f6,0.3
0x0CA78eD9F48dFC2dBBFF9E1D55227e52359776f0,0.3
0x70c9FafeA22ACC41Bda969F8ba2801af42456f51,0.3
0x576Eb27cBf54518D3De5a38eA7746ef6A9b8b5E6,0.3
0xfd3241f1707286f8aa6287acd3a79db68823f1b9,0.3
0x17c8afd739a175eacf8af5531671b222102b8083,0.3
0xff36074D3C9882727eFd665F91dd1AB779ba037D,0.3
0x6e6d338Da280980423dB40cB0BbB852a90a0a143,0.3
0x8AfC7fD1C734a8BBCf74993D26816aC86EC37faf,0.3
0xe5964fD10170C8291CF97552284D995a006E67aE,0.3
0x817f7dfA61c414cc1E9DCF7D328a2C7529A0fa03,0.3
0xba1ee94032904bd9e8fe966a924355fe5542b5a7,0.3
0x55BC5E6Ad29DA823854822749FD2Eda2775C78bd,0.3
0xA69Ccc223b09c57F69D05c566485E95A14833434,0.3
0xc00BdaFae2DdFCA38C87b77c567d5F1891AA35fC,0.3
0xa6473CcE13F11614745e6Bf9caD704646616A9b8,0.3
0xec85f096227ade9efa7df91e31d83710017acaaa,0.3
0x911DA057b7F735bc54E9fFbe1143DdA363dBA6fB,0.3
0xbf74300D99d11D278E837638C91745e3bb831dD0,0.3
0x9DF7449574e39Cb5F687712518aA7eaa171E76B3,0.3
0xf578475B51f9f77b2421C321D4c0D530942a5448,0.3
0x8a8162b86a3179a9f7a2f46ffd7029b669876b75,0.3
0x4b0429F3db75dbA6B82c32a200C9C298ffC05839,0.3
0xad431753b5223bb7b7b3690561ec68b205dc7acb,0.3
0x0e3E03ca0Fbc4C0A5d50D9038a34113d1B61Fa76,0.3
0x830782f67ab6788B8570392A363a97c748B763c7,0.3
0x90CE822E18c6497A8dE8401BDD4e2C07889Db7f7,0.3
0xe6a1d6bA32ae1A0f4601943e19977CBfd437b181,0.3
0x0851DAE86b9504adB9aCa6bb7031e178d0236fAF,0.3
0x3220485656A289219E75E9115532B98e6366AEc5,0.3
0x5cd4d14d5f586b8d9c944c8567b2c025f4729822,0.3
0x3b1e3D1ED70D2a17C8EaF7da1A6bE9F805A130e2,0.3
0x99DeE42Daa80dB4BFBa4C66B9303804B1643e932,0.3
0x2b1eb5D1FB443d872e7ca3A82E295BC8080cD403,0.3
0xc54570f3751b79dd99231287c7036daa31e38888,0.3
0xc1543d449136d22e5fc920109abd3cebd4e0ff39,0.3
0x5bFE87274C671b4Cf6A1AF554916819F6141EaA1,0.3
0x8e0e3D4a18AA44904ebda87C5B42545d1cEC2e5f,0.3
0x53fFB1E7d0A4367227c7a5b7F4e25C68DB8Aaa31,0.3
0x134A702A850a5612a0C060d29858f2f208d1C4a1,0.3
0x393062420e0aF8fd2Cd69e700A3E32A235586A52,0.3
0x379CAdAb8F98bF10121E2e9B7fc02CA802345E8b,0.3
0x952b089691334A6b503f6E8Da0c560c95Aa699c1,0.3
0xd465d8a36dCed7d3617EAD555EA225B51516a631,0.3
0x21F6D8A402dfd8BF17244DC34f5C2a9e4977D67f,0.3
0x0e938f234cff703624a24770a18094cd71e2b37b,0.3
0xda6E7666529755fe383017bf28AdCAC3d7a8C9eC,0.3
0xe564D9AFc3e8D7dDc99912Dbc5dB58925b414024,0.3
0x798A6936d298aEb510645c6433d6763767Fa78a8,0.3
0x765ecC4089c216385d6B1d4DC1994FF012e73d39,0.3
0x49018Cfac01b9aC7A9a3712578B7d7351C92F1E1,0.3
